id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,ci_result,closure_time,comment_time,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,review_comments,effective_comments
4045,merged,0,6,0,6,0.0,6,0,6,516479.05,1,0.0,0.0,8,0.0,13,0,7,0,517237.773,3,176,246,0,0,0,0,0,0
4591,merged,0,12,0,12,0.0,6,6,0,172138.386,0,0.0,0.0,6,0.0,18,18,0,0,173180.169,1,294,239,0,0,0,0,0,0
4285,merged,0,7,0,7,519332.129,7,4,3,1146.607,1,0.0,0.0,9,0.0,15,12,2,0,604984.092,2,278,275,0,0,0,0,0,0
5329,merged,1,3,0,2,0.0,6,0,6,13404.778,1,0.0,0.0,14,0.0,24,15,3,0,77303.484,1,344,237,0,0,0,0,0,0
4592,merged,1,9,0,8,1279.728,16,13,3,1383827.56,1,0.0,0.0,17,0.0,48,48,0,0,1383916.596,2,230,112,0,0,0,0,0,0
4068,merged,1,7,0,6,0.0,6,0,6,-3147.615,1,0.0,0.0,13,0.0,12,0,6,0,77200.488,3,430,170,0,0,0,0,0,0
4836,merged,1,21,0,20,0.0,11,11,0,48955.1,0,0.0,0.0,11,0.0,38,38,0,0,8070.999,1,645,192,0,0,0,0,0,0
4618,merged,1,16,0,15,1809578.351,13,4,9,-253.021,1,0.0,0.0,14,0.0,39,39,0,0,4456.554,1,279,167,0,0,0,0,0,0
4606,merged,0,11,0,11,271.105,2,1,1,9587.61,1,0.0,0.0,2,0.0,6,6,0,0,86951.112,1,104,176,0,0,0,0,0,0
4236,merged,2,9,0,7,508621.945,7,1,6,508500.235,1,0.0,0.0,20,0.0,21,21,0,0,509994.029,2,234,176,0,0,0,0,0,0
4815,merged,0,7,0,7,189771.041,7,4,3,627926.563,1,0.0,0.0,13,0.0,21,21,0,0,628465.754,1,465,175,0,0,0,0,0,0
4345,merged,1,5,0,4,951102.683,11,6,5,-78597.924,1,0.0,0.0,12,0.0,33,30,1,0,143.126,1,255,112,0,0,0,0,0,0
4645,merged,0,6,0,6,3876.581,3,2,1,530252.253,1,0.0,0.0,3,0.0,12,6,4,0,605632.016,1,122,105,0,0,0,0,0,0
5303,merged,0,8,0,8,0.0,12,0,12,1153529.673,1,0.0,0.0,3,0.0,48,48,0,0,14.706,1,30,52,0,0,0,0,0,0
4461,merged,1,20,0,19,1181778.806,8,1,7,1206925.334,1,0.0,0.0,11,0.0,24,24,0,0,1209712.113,2,293,141,0,0,0,0,0,0
4326,merged,0,9,0,9,0.0,10,10,0,518405.355,0,0.0,0.0,10,0.0,30,30,0,0,518793.938,2,139,140,0,0,0,0,0,0
4374,merged,0,5,0,5,76801.106,3,1,2,231.399,1,0.0,0.0,3,0.0,9,9,0,0,573.461,2,96,85,0,0,0,0,0,0
4674,merged,0,7,0,7,504707.079,3,1,2,597567.025,1,0.0,0.0,2,0.0,9,9,0,0,597974.656,2,92,99,0,0,0,0,0,0
5395,merged,2,15,0,13,516690.514,8,3,5,1221375.447,1,0.0,0.0,14,0.0,32,32,0,0,1284792.22,2,269,98,0,0,0,0,0,0
4846,merged,0,7,0,7,0.0,7,7,0,126314.965,0,0.0,0.0,3,0.0,28,28,0,0,14.797,1,40,29,0,0,0,0,0,0
4589,merged,0,2,0,2,242.983,2,1,1,11649.923,1,0.0,0.0,3,0.0,6,6,0,0,12070.615,2,98,92,0,0,0,0,0,0
4323,merged,1,7,0,6,421088.835,9,6,3,511462.214,1,0.0,0.0,10,0.0,27,27,0,0,511681.233,2,112,92,0,0,0,0,0,0
4695,merged,1,10,0,9,513896.021,3,2,1,527791.172,1,0.0,0.0,3,0.0,9,9,0,0,529826.27,3,189,116,0,0,0,0,0,0
5144,merged,0,5,0,5,0.0,11,0,11,-1406.0,1,0.0,0.0,12,0.0,78,65,9,0,12.469,1,385,154,0,0,0,0,0,0
5280,merged,0,8,0,8,0.0,20,0,20,47003.292,1,0.0,0.0,7,0.0,81,76,3,0,356.509,1,215,77,0,0,0,0,0,0
4237,merged,0,2,0,2,1032414.808,12,5,7,6747.29,1,0.0,0.0,13,0.0,36,33,1,0,9020.671,2,145,82,0,0,0,0,0,0
5368,merged,0,14,0,14,0.0,13,0,13,1236424.22,1,0.0,0.0,5,0.0,52,52,0,0,32.043,1,64,70,0,0,0,0,0,0
4568,merged,0,4,0,4,176.453,7,6,1,85557.388,1,0.0,0.0,7,0.0,21,21,0,0,158759.115,1,62,65,0,0,0,0,0,0
5066,merged,2,16,0,14,0.0,8,0,8,-1020.354,1,0.0,0.0,9,0.0,32,16,8,0,518508.716,2,277,67,0,0,0,0,0,0
4508,merged,0,7,0,7,305.359,3,2,1,1206765.329,1,0.0,0.0,3,0.0,9,9,0,0,1209295.791,1,38,70,0,0,0,0,0,0
4713,merged,0,4,0,4,1600.016,2,1,1,521011.926,1,0.0,0.0,2,0.0,6,6,0,0,521760.481,2,56,64,0,0,0,0,0,0
4183,merged,2,12,0,10,0.0,5,0,5,-64.214,1,0.0,0.0,5,0.0,11,0,5,0,96.901,2,111,69,0,0,0,0,0,0
4501,merged,0,4,0,4,0.0,7,7,0,5377.404,0,0.0,0.0,7,0.0,21,21,0,0,6844.457,2,45,61,0,0,0,0,0,0
4379,merged,0,3,0,3,602662.72,10,2,8,1405.244,1,0.0,0.0,10,0.0,30,30,0,0,1513.831,2,450,60,0,0,0,0,0,0
4531,merged,0,9,0,9,435242.074,12,9,3,698566.551,1,0.0,0.0,12,0.0,36,36,0,0,696106.976,2,113,27,0,0,0,0,0,0
4182,merged,1,7,0,6,0.0,3,0,3,-412.629,1,0.0,0.0,3,0.0,8,0,3,0,983.767,2,41,53,0,0,0,0,0,0
4519,merged,0,8,0,8,342.951,2,1,1,2708.571,1,0.0,0.0,2,0.0,6,3,1,0,82158.102,3,71,38,0,0,0,0,0,0
4331,merged,2,8,0,6,1311.814,6,2,4,780005.296,1,0.0,0.0,14,0.0,18,18,0,0,780233.246,2,251,30,0,0,0,0,0,0
5088,merged,0,12,0,12,0.0,3,0,3,3603.626,1,0.0,0.0,10,0.0,12,6,3,0,11385.726,2,320,36,0,0,0,0,0,0
4239,merged,0,7,0,7,0.0,7,7,0,691697.88,0,0.0,0.0,10,0.0,21,21,0,0,691839.15,2,33,45,0,0,0,0,0,0
4148,merged,0,4,0,4,0.0,3,0,3,1125097.993,1,0.0,0.0,3,0.0,7,0,3,0,1125282.912,2,42,30,0,0,0,0,0,0
4357,merged,0,9,0,9,515523.393,10,3,7,6810.634,1,0.0,0.0,10,0.0,30,21,3,0,6952.36,2,82,39,0,0,0,0,0,0
4828,merged,1,16,0,15,678.377,2,1,1,89024.209,1,0.0,0.0,3,0.0,6,6,0,0,89152.866,1,347,74,0,0,0,0,0,0
4949,merged,1,4,0,3,0.0,6,0,6,677771.9,1,0.0,0.0,7,0.0,18,6,6,0,678158.13,1,131,32,0,0,0,0,0,0
5142,merged,0,1,0,1,0.0,20,0,20,7871.78,1,0.0,0.0,2,0.0,136,112,13,0,8887.314,1,21,28,0,0,0,0,0,0
4082,merged,0,15,0,15,507046.166,5,3,2,436092.52,1,0.0,0.0,6,0.0,10,10,0,0,436191.284,2,154,86,0,0,0,0,0,0
5079,merged,0,7,0,7,0.0,20,0,20,745123.548,1,0.0,0.0,17,0.0,80,80,0,0,1742.464,1,53,25,0,0,0,0,0,0
5191,merged,0,3,0,3,0.0,1,0,1,10208.965,1,0.0,0.0,1,0.0,6,1,3,0,88118.983,0,46,19,0,0,0,0,0,0
4847,merged,0,2,0,2,71132.276,13,9,4,144.759,1,0.0,0.0,7,0.0,52,50,1,0,591.136,1,48,18,0,0,0,0,0,0
4361,merged,0,1,0,1,515923.814,13,4,9,53.736,1,0.0,0.0,13,0.0,39,30,3,0,170.326,2,10,12,0,0,0,0,0,0
4860,merged,0,10,0,10,86392.959,20,15,5,7085024.054,1,0.0,0.0,15,0.0,80,70,5,0,213.569,1,13,12,0,0,0,0,0,0
4321,merged,1,4,0,3,123.14,4,3,1,4412.927,1,0.0,0.0,4,0.0,12,12,0,0,4586.515,2,111,12,0,0,0,0,0,0
4515,merged,0,3,0,3,234.481,10,9,1,4269.165,1,0.0,0.0,12,0.0,30,30,0,0,6300.48,2,13,7,0,0,0,0,0,0
4081,merged,1,7,0,6,0.0,3,0,3,-56.313,1,0.0,0.0,3,0.0,6,0,3,0,121.455,2,100,40,0,0,0,0,0,0
4223,merged,1,8,0,7,603541.079,7,5,2,-130.634,1,0.0,0.0,11,0.0,21,21,0,0,253.937,2,117,15,0,0,0,0,0,0
5356,merged,2,5,0,3,0.0,13,0,11,135.004,1,0.0,0.0,20,0.0,39,22,6,0,188.407,1,24,15,0,0,0,0,0,0
4611,merged,0,5,0,5,268230.64,7,5,2,-10.665,1,0.0,0.0,7,0.0,21,21,0,0,165.761,1,7,6,0,0,0,0,0,0
4859,merged,0,6,0,6,0.0,20,20,0,50357.751,0,0.0,0.0,14,0.0,81,80,1,0,4596.438,1,11,6,0,0,0,0,0,0
4358,merged,0,4,0,4,440816.062,8,6,2,1971.939,1,0.0,0.0,15,0.0,24,24,0,0,2953.723,2,18,19,0,0,0,0,0,0
4595,merged,0,1,0,1,507.913,3,2,1,77023.617,1,0.0,0.0,3,0.0,9,9,0,0,77571.597,2,14,11,0,0,0,0,0,0
4275,merged,1,11,0,10,1294878.962,19,8,11,517932.578,1,0.0,0.0,20,0.0,57,57,0,0,518024.364,2,257,11,0,0,0,0,0,0
4261,merged,1,5,0,4,1202740.357,7,1,6,1208921.76,1,0.0,0.0,6,0.0,21,15,2,0,1209128.446,2,124,14,0,0,0,0,0,0
4238,merged,2,9,0,7,437720.012,6,3,3,689855.251,1,0.0,0.0,6,0.0,18,18,0,0,690086.737,2,254,16,0,0,0,0,0,0
5450,merged,0,8,0,8,0.0,20,0,20,1699040.178,1,0.0,0.0,12,0.0,80,76,2,0,21.191,1,31,8,0,0,0,0,0,0
4858,merged,0,3,0,3,69170.0,20,17,3,-70.933,1,0.0,0.0,11,0.0,81,78,2,0,570.31,1,18,9,0,0,0,0,0,0
4430,merged,0,3,0,3,504.421,3,2,1,11171.222,1,0.0,0.0,3,0.0,9,9,0,0,11308.045,2,5,0,0,0,0,0,0,0
5192,merged,1,3,0,2,0.0,13,0,13,535378.434,1,0.0,0.0,16,0.0,52,52,0,0,535577.739,2,295,6,0,0,0,0,0,0
5059,merged,1,8,0,7,0.0,2,0,2,72935.649,1,0.0,0.0,3,0.0,14,4,8,0,761682.487,2,44,21,0,0,0,0,0,0
4593,merged,0,1,0,1,237.939,4,3,1,307.704,1,0.0,0.0,5,0.0,12,12,0,0,515.341,2,1,1,0,0,0,0,0,0
5189,merged,1,4,0,3,515975.483,10,1,9,1128117.221,1,0.0,0.0,15,0.0,40,40,0,0,1128154.039,2,329,7,0,0,0,0,0,0
4857,merged,0,2,0,2,71132.276,20,16,4,-18.458,1,0.0,0.0,10,0.0,81,78,2,0,276.427,1,5,7,0,0,0,0,0,0
4506,merged,0,2,0,2,234.481,6,5,1,82986.054,1,0.0,0.0,9,0.0,18,18,0,0,83213.654,2,24,6,0,0,0,0,0,0
4581,merged,0,3,0,3,435242.074,13,10,3,1810.706,1,0.0,0.0,13,0.0,39,39,0,0,78604.508,2,22,6,0,0,0,0,0,0
5040,merged,1,8,0,7,0.0,20,0,20,-22.79,1,0.0,0.0,8,0.0,76,76,0,0,55.365,1,47,1,0,0,0,0,0,0
5027,merged,0,1,0,1,0.0,3,0,3,-129.574,1,0.0,0.0,7,0.0,12,6,3,0,1020030.591,2,2,2,0,0,0,0,0,0
4964,merged,0,1,0,1,0.0,4,2,2,206880.38,1,0.0,0.0,2,0.0,8,4,4,0,6.563,1,2,2,0,0,0,0,0,0
4433,merged,0,2,0,2,527.383,2,1,1,945.364,1,0.0,0.0,2,0.0,6,6,0,0,1130.782,2,2,2,0,0,0,0,0,0
4341,merged,0,1,0,1,0.0,13,13,0,450.677,0,0.0,0.0,13,0.0,39,39,0,0,545.048,2,1,2,0,0,0,0,0,0
4848,merged,0,1,0,1,71132.276,20,16,4,1175472.022,1,0.0,0.0,9,0.0,81,78,2,0,1486.627,1,0,2,0,0,0,0,0,0
5433,merged,1,3,0,2,167397.598,11,5,6,1208103.859,1,0.0,0.0,13,0.0,44,44,0,0,1209228.183,2,290,2,0,0,0,0,0,0
5413,merged,0,22,0,22,0.0,19,0,19,905138.268,1,0.0,0.0,10,0.0,76,74,1,0,349.96,1,82,20,0,0,0,0,0,0
4075,merged,1,15,0,14,158781.405,7,6,1,689859.187,1,0.0,0.0,7,0.0,14,14,0,0,690623.589,2,329,220,0,0,0,0,0,0
4566,merged,0,7,0,7,409.881,2,1,1,6741.005,1,0.0,0.0,2,0.0,6,6,0,0,6907.889,1,61,1,0,0,0,0,0,0
4303,merged,0,1,0,1,4068.908,9,2,7,314.093,1,0.0,0.0,15,0.0,27,9,6,0,371.375,2,4,4,0,0,0,0,0,0
4533,merged,0,1,0,1,1496.876,6,2,4,3068.737,1,0.0,0.0,5,0.0,12,8,2,0,3848.243,1,0,0,0,0,0,0,0,0
4590,merged,0,3,0,3,237.939,3,2,1,80901.569,1,0.0,0.0,3,0.0,9,9,0,0,81832.371,2,20,0,0,0,0,0,0,0
4911,merged,0,0,0,0,4915.23,3,2,1,-252187.147,1,0.0,0.0,3,0.0,19,11,2,0,7.279,1,0,0,0,0,0,0,0,0
4974,merged,0,0,0,0,0.0,8,6,2,-1102.368,1,0.0,0.0,9,0.0,38,30,2,0,20.333,1,0,0,0,0,0,0,0,0
4438,merged,0,2,0,2,0.0,6,0,6,-677.814,1,0.0,0.0,4,0.0,18,10,4,0,84.447,1,0,0,0,0,0,0,0,0
5118,merged,0,3,0,3,20641.595,3,1,2,1219918.519,1,0.0,0.0,10,0.0,12,12,0,0,1361379.145,2,50,4,0,0,0,0,0,0
4216,merged,1,2,0,1,77385.786,6,1,5,79036.326,1,0.0,0.0,7,0.0,18,18,0,0,79783.551,2,33,0,0,0,0,0,0,0
4614,merged,0,1,0,1,53.532,20,19,1,600576.795,1,0.0,0.0,20,0.0,96,70,0,0,190.743,1,0,0,0,0,0,0,0,0
4968,merged,0,23,0,23,0.0,2,0,2,427686.922,1,0.0,0.0,8,0.0,6,2,2,0,920043.902,1,1097,282,0,0,0,0,0,0
4725,merged,6,8,0,2,0.0,3,0,3,583621.93,1,0.0,0.0,3,0.0,9,3,2,0,583632.64,1,369,8,370,14,0,0,0,0
5386,merged,0,3,0,3,0.0,2,0,2,-37.594,1,0.0,0.0,2,0.0,6,2,2,0,6.462,1,91,64,91,64,0,0,0,0
5376,closed,31,49,0,18,0.0,2,0,2,-2848.187,1,41.829,0.0,5,0.0,8,2,2,0,0.0,1,180,23,0,0,0,0,0,0
4956,merged,3,5,0,2,0.0,2,0,2,178161.939,1,0.0,0.0,2,0.0,6,2,2,0,178342.345,1,353,1,0,0,0,0,0,0
4780,merged,0,2,0,2,0.0,2,0,2,129.12,1,0.0,0.0,2,0.0,6,2,2,0,152.232,1,6,6,6,6,0,0,0,0
5377,closed,31,49,0,18,0.0,2,0,2,-4542.6,1,78.036,0.0,5,0.0,8,2,2,0,0.0,1,180,23,0,0,0,0,0,0
4112,merged,0,4,0,4,0.0,2,0,2,-1164.984,1,0.0,0.0,4,0.0,4,0,2,0,14.688,1,321,559,0,0,0,0,0,0
4965,merged,8,31,0,23,0.0,2,0,2,1212289.557,1,0.0,0.0,9,0.0,6,2,2,0,2417335.217,1,1428,19,0,0,0,0,0,0
4724,merged,2,13,0,11,0.0,2,0,2,755551.404,1,0.0,0.0,6,0.0,6,2,2,0,755947.866,2,230,22,230,22,0,0,0,0
4058,merged,7,34,4,23,0.0,6,0,6,1040249.287,1,0.0,0.0,7,0.0,12,8,2,0,1040347.961,2,797,387,0,0,0,0,0,0
5073,merged,5,7,0,2,0.0,2,0,2,220.253,1,0.0,0.0,2,0.0,8,4,2,0,243.12,1,114,6,0,0,0,0,0,0
4473,closed,0,2,0,2,0.0,3,0,3,84932.191,1,1906688.539,0.0,3,0.0,9,5,2,0,0.0,0,8,3,0,0,0,0,0,0
4234,merged,4,15,0,11,0.0,10,0,10,4837613.993,1,0.0,0.0,11,0.0,30,24,2,0,4837688.569,2,289,111,0,0,0,0,0,0
4109,merged,0,6,0,6,0.0,2,0,2,-233.318,1,0.0,0.0,3,0.0,4,0,2,0,6.91,1,457,493,0,0,0,0,0,0
4802,merged,0,14,1,13,0.0,4,0,4,-202.771,1,0.0,0.0,5,0.0,8,4,2,0,13045.169,2,434,237,0,0,0,0,0,0
5028,merged,2,17,0,15,0.0,2,0,2,-124.771,1,0.0,0.0,3,0.0,8,4,2,0,1023414.728,2,581,296,0,0,0,0,0,0
4420,merged,2,34,0,32,0.0,2,0,2,783813.516,1,0.0,0.0,20,0.0,6,4,2,0,3831.162,2,1025,1018,18,18,0,0,0,0
5269,merged,0,1,0,1,0.0,2,0,2,10072.915,1,0.0,8848.522,2,8848.522,8,2,2,0,10664.608,2,11,3,0,0,1,0,1,0
4987,merged,3,6,0,3,0.0,7,0,7,2422776.913,1,0.0,0.0,11,0.0,28,22,2,0,2512823.507,1,1373,3,0,0,0,0,0,0
5295,merged,0,2,0,2,0.0,3,0,3,1734841.612,1,0.0,0.0,3,0.0,12,6,2,0,1996374.349,3,5,0,0,0,0,0,0,0
5131,merged,9,44,0,35,0.0,2,0,2,1212118.061,1,0.0,0.0,4,0.0,8,5,1,0,1214229.566,1,1196,82,0,0,0,0,0,0
5024,closed,0,0,0,0,0.0,1,0,1,-93386.493,1,274.275,0.0,1,0.0,4,2,1,0,0.0,1,0,0,0,0,0,0,0,0
4992,closed,0,56,0,56,0.0,1,0,1,32195.265,1,202716.112,0.0,1,0.0,4,2,1,0,0.0,0,9,5,0,0,0,0,0,0
5025,closed,0,0,0,0,0.0,1,0,1,-93984.201,1,2176.947,0.0,1,0.0,4,2,1,0,0.0,1,0,0,0,0,0,0,0,0
5007,merged,13,21,1,7,0.0,6,0,6,800568.165,1,0.0,0.0,10,0.0,24,21,1,0,802411.583,1,457,17,0,0,0,0,0,0
3998,closed,15,32,1,16,0.0,4,0,4,7631.793,1,10227.902,0.0,35,0.0,7,4,1,0,0.0,2,1526,405,3119,16,0,0,0,0
5333,merged,0,24,0,24,0.0,3,0,3,-57.301,1,0.0,0.0,8,0.0,12,10,1,0,63.676,1,973,1302,0,0,0,0,0,0
4426,merged,22,30,0,8,0.0,5,0,5,684194.906,1,0.0,0.0,6,0.0,16,15,1,0,685288.87,1,429,231,0,0,0,0,0,0
5241,merged,4,18,0,14,0.0,5,4,1,2410371.954,1,0.0,0.0,18,0.0,20,18,1,0,3100616.665,1,356,77,0,0,0,0,0,0
5003,merged,1,4,0,3,0.0,6,0,6,4671044.643,1,0.0,0.0,11,0.0,24,21,1,0,4741113.767,1,161,3,0,0,0,0,0,0
